Id_,EN,FR,IT,DE,ES,JA,PT,RU,ZH_CN,ZH_TW,ZH_HK,KO,AR,NL,TR,ID,TH,VI,EN_GB,FA,PL,SV,HI
VenezuelanaA_Angostura FC,Bolívar bule,Bolívar bule,Bolívar rosso,Bolívar bule,Bolívar azul,ボリバル ブルー,Bolívar bule,Боливар буле,玻利瓦尔蓝,玻利瓦爾藍,玻利瓦爾藍,볼리바르 블루,بوليفار بولي,Bolívar blauw,Bolivar bule,Bolivar bule,โบลิวาร์บูเล่,Bolívar bule,,,Bolívar bule,,
CompName_VenezuelaLeagueA,Venezuela League,Ligue du Venezuela,VenezuelaLega,Venezuela-Liga,Liga de Venezuela,ベネズエラリーグ,Liga Venezuela,ВенесуэлаЛига,委内瑞拉联赛,委內瑞拉聯賽,委內瑞拉聯賽,베네수엘라리그,الدوري الفنزويلي,VenezuelaLeague,VenezuelaLigi,Liga Venezuela,เวเนซุเอลาลีก,VenezuelaLeague,,,VenezuelaLeague,,
CompName_VenezuelaCup,Venezuela Cup,Coupe du Venezuela,VenezuelaCoppa,Venezuela-Pokal,Copa de Venezuela,ベネズエラカップ,Taça Venezuela,Кубок Венесуэлы,委内瑞拉杯,委內瑞拉杯,委內瑞拉杯,베네수엘라컵,كأس فنزويلا,VenezuelaCup,VenezuelaKupası,Piala Venezuela,เวเนซุเอลาคัพ,VenezuelaCup,,,VenezuelaCup,,
CompName_VenezuelaSuperCup,Venezuela Super Cup,Supercoupe du Venezuela,VenezuelaSuperCoppa,Venezuela-Superpokal,Supercopa de Venezuela,ベネズエラスーパーカップ,VenezuelaSuperCup,Суперкубок Венесуэлы,委内瑞拉超级杯,委內瑞拉超級盃,委內瑞拉超級盃,베네수엘라슈퍼컵,كأس السوبر الفنزويلي,VenezuelaSuperCup,VenezuelaSüperKupası,Piala Super Venezuela,เวเนซุเอลาซูเปอร์คัพ,VenezuelaSuperCup,,,VenezuelaSuperCup,,
CompName_VenezuelaLeague,Venezuela League,Ligue du Venezuela,VenezuelaLega,Venezuela-Liga,Liga de Venezuela,ベネズエラリーグ,Liga Venezuela,ВенесуэлаЛига,委内瑞拉联赛,委內瑞拉聯賽,委內瑞拉聯賽,베네수엘라리그,الدوري الفنزويلي,VenezuelaLeague,VenezuelaLigi,Liga Venezuela,เวเนซุเอลาลีก,VenezuelaLeague,,,VenezuelaLeague,,
Str_National_Germany_2014,Germany 2014,Allemagne 2014,Germania 2014,Deutschland 2014,Alemania 2014,ドイツ 2014,Alemanha 2014,Германия 2014,德国 2014,德國 2014,德國 2014,독일 2014,ألمانيا 2014,Duitsland 2014,Almanya 2014,Jerman 2014,เยอรมนี 2014,Đức 2014,,,Niemcy 2014,,
Str_National_Portugal_2014,Portugal 2014,Portugal 2014,Portogallo 2014,Portugal 2014,Portugal 2014,ポルトガル 2014,Portugal 2014,Португалия 2014,葡萄牙 2014,葡萄牙 2014,葡萄牙 2014,포르투갈 2014,البرتغال 2014,Portugal 2014,Portekiz 2014,Portugal 2014,โปรตุเกส 2014,Bồ Đào Nha 2014,,,Portugalia 2014,,
Str_National_Algeria_2014,Algeria 2014,Algérie 2014,Algeria 2014,Algerien 2014,Argelia 2014,アルジェリア 2014,Argélia 2014,Алжир 2014,阿尔及利亚 2014,阿爾及利亞 2014,阿爾及利亞 2014,알제리 2014,الجزائر 2014,Algerije 2014,Cezayir 2014,Aljazair 2014,แอลจีเรีย 2014,Algeria 2014,,,Algieria 2014,,
Str_National_France_2014,France 2014,France 2014,Francia 2014,Frankreich 2014,Francia 2014,フランス 2014,França 2014,Франция 2014,法国 2014,法國 2014,法國 2014,프랑스 2014,فرنسا 2014,Frankrijk 2014,Fransa 2014,Prancis 2014,ฝรั่งเศส 2014,Pháp 2014,,,Francja 2014,,
Str_National_Brazil_2014,Brazil 2014,Brésil 2014,Brasile 2014,Brasilien 2014,Brasil 2014,ブラジル 2014,Brasil 2014,Бразилия 2014,巴西 2014,巴西 2014,巴西 2014,브라질 2014,البرازيل 2014,Brazilië 2014,Brezilya 2014,Brasil 2014,บราซิล 2014,Brazil 2014,,,Brazylia 2014,,
Str_National_Argentina_2014,Argentina 2014,Argentine 2014,Argentina 2014,Argentinien 2014,Argentina 2014,アルゼンチン 2014,Argentina 2014,Аргентина 2014,阿根廷 2014,阿根廷 2014,阿根廷 2014,아르헨티나 2014,الأرجنتين 2014,Argentinië 2014,Arjantin 2014,Argentina 2014,อาร์เจนตินา 2014,Argentina 2014,,,Argentyna 2014,,
DraftTeam,FL Dream Team,Équipe de rêve FL,Squadra dei sogni FL,FL Traumteam,Equipo de ensueño FL,FL ドリームチーム,Time dos Sonhos FL,Команда мечты FL,FL 梦之队,FL 夢幻隊,FL 夢幻隊,FL 드림팀,فريق الأحلام FL,FL Droomteam,FL Rüya Takımı,Tim Impian FL,ทีมดรีม FL,Đội hình trong mơ FL,,,FL Drużyna Marzeń,,
ClassicClub_ACMilan_2007,Milano Red 2007,Milano Red 2007,Milano Red 2007,Milano Red 2007,Milano Red 2007,ミラノレッド 2007,Milano Red 2007,Милано Ред 2007,米兰 红 2007,米蘭 紅 2007,米蘭 紅 2007,밀라노 레드 2007,ميلانو الأحمر 2007,Milano Red 2007,Milano Red 2007,Milano Red 2007,มิลาน เรด 2007,Milano Red 2007,,,Milano Red 2007,,
ClassicClub_Liverpool_2007,Liverpool Red 2007,Rouge de Liverpool 2007,Liverpool Red 2007,Liverpool Red 2007,Liverpool rojo 2007,リバプールレッド 2007,Liverpool Vermelho 2007,Ливерпуль Красный 2007,利物浦 红 2007,利物浦 红2007,利物浦 红2007,리버풀 레드 2007,ليفربول ريد 2007,Liverpool Rood 2007,Liverpool Kırmızısı 2007,Liverpool Merah 2007,หงส์แดง 2007,Liverpool đỏ 2007,,,Liverpool Czerwień 2007,,
ClassicClub_ManchesterUnited_2007,Manchester Red 2007,Manchester Red 2007,Manchester Red 2007,Manchester Red 2007,Manchester Red 2007,マンチェスターレッド 2007,Manchester Red 2007,Манчестер Ред 2007,曼彻斯特 红 2007,曼徹斯特 紅 2007,曼徹斯特 紅 2007,맨체스터 레드 2007,مانشستر الأحمر 2007,Manchester Red 2007,Manchester Red 2007,Manchester Red 2007,แมนเชสเตอร์ เรด 2007,Manchester Red 2007,,,Manchester Red 2007,,
ClassicClub_BayernMünchen_2007,Munchen 2007,Munchen 2007,Munchen 2007,München 2007,Múnich 2007,ミュンヘン 2007,Munique 2007,Мюнхен 2007,慕尼黑 2007,慕尼黑 2007,慕尼黑 2007,뮌헨 2007,ميونيخ 2007,München 2007,Münih 2007,Munchen 2007,มิวนิก 2007,Munich 2007,,,Monachium 2007,,
ml_remainingplayers,Players Available,Joueurs disponibles,Giocatori disponibili,Verfügbare Spieler,Jugadores disponibles,利用可能な選手,Jogadores disponíveis,Доступные игроки,可选球员,可選球員,可選球員,사용 가능한 선수,اللاعبون المتاحون,Beschikbare spelers,Mevcut Oyuncular,Pemain Tersedia,ผู้เล่นที่มีอยู่,Cầu thủ có sẵn,,,Dostępni zawodnicy,,
pos_fwd,Forward,Attaquant,Attaccante,Stürmer,Delantero,フォワード,Atacante,Нападающий,前锋,前鋒,前鋒,공격수,مهاجم,Aanvaller,Forvet,Penyerang,กองหน้า,Tiền đạo,,,Napastnik,,
pos_mid,Midfielder,Milieu,Centrocampista,Mittelfeldspieler,Centrocampista,ミッドフィールダー,Meio-campista,Полузащитник,中场,中場,中場,미드필더,وسط ميدان,Middenvelder,Orta Saha,Gelandang,กองกลาง,Tiền vệ,,,Pomocnik,,
pos_def,Defender,Défenseur,Difensore,Verteidiger,Defensor,ディフェンダー,Defensor,Защитник,后卫,後衛,後衛,수비수,مدافع,Verdediger,Defans,Bek,กองหลัง,Hậu vệ,,,Obrońca,,
UkrainianA_PolissyaZhytomyr,Zhytomyr,Jytomyr,Zhytomyr,Schytomyr,Zhytómyr,ジトーミル,Jitomir,Житомир,日托米尔,日托米爾,日托米爾,지토미르,زيتومير,Zjytomyr,Jitomir,Zhytomyr,ไซโทเมียร์,Zhytomyr,,,Żytomierz,,
UkrainianA_VorsklaPoltava,Poltava,Poltava,Poltava,Poltawa,Poltava,ポルタヴァ,Poltava,Полтава,波尔塔瓦,波爾塔瓦,波爾塔瓦,폴타바,بولتافا,Poltava,Poltava,Poltava,โพลตาวา,Poltava,,,Połtawa,,
CzechA_FCBanikOstrava,Ostrava,Ostrava,Ostrava,Ostrava,Ostravá,オストラヴァ,Ostrava,Острава,俄斯特拉发,俄斯特拉發,俄斯特拉發,오스트라바,اوسترافا,Ostrava,Ostrava,Ostrava,ออสตราวา,Ostrava,,,Ostrawa,,
CzechA_FKMladaBoleslav,Mladá Boleslav,Mladá Boleslav,Mlada Boleslav,Mladá Boleslav,Mladá Boleslav,ムラダ・ボレスラフ,Mlada Boleslav,Млада Болеслав,姆拉达·博莱斯拉夫,姆拉達·博萊斯拉夫,姆拉達·博萊斯拉夫,믈라다 볼레슬라프,ملادا بوليسلاف,Mladá Boleslav,Mlada Boleslav,Mlada Boleslav,มลาดา โบเลสลาฟ,Mladá Boleslav,,,Mladá Boleslav,,
CzechA_1.FCSlovacko,Uherské Hradište,Uherské Hradichte,Uherské Hradište,Uherské Hradište,Uherské Hradište,ウヘルスケ・フラディシュテ,Uherské Hradište,Угерске Градиште,乌赫尔堡,烏赫爾堡,烏赫爾堡,우헤르스케 흐라디슈테,أوهيرسكي هراديشت,Uherske Hradište,Uherské Hradište,Uherské Hradište,อูเฮอร์สเค ฮราดิสเต,Uherské Hradište,,,Uherskie Hradište,,
IsraelA_HapoelBeerSheva,Beersheba,Beer-Sheva,Beersheba,Beerscheba,Beerseba,ベールシェバ,Bersebá,Беэр-Шева,贝尔谢巴,貝爾謝巴,貝爾謝巴,브엘세바,بئر السبع,Berseba,Beerşeba,Bersyeba,เบียร์เชบา,Bê-e-sê-ba,,,Beersheba,,
CyprusA_OmoniaNicosia,Nicosia Green,Nicosia Vert,Nicosia Verde,Nicosia Grün,Nicosia Verde,ニコシア・グリーン,Nicosia Verde,Никосия Зелёный,尼科西亚绿,尼科西亞綠,尼科西亞綠,니코시아 그린,نيكوسيا الأخضر,Nicosia Groen,Nicosia Yeşili,Nicosia Hijau,นิโคเซียเขียว,Nicosia Xanh Lá,,,Nicosia Zielony,,
HungarianA_DebreceniVSC,Debrecen,Débrecen,Debrecen,Debrecen,Debrecen,デブレツェン,Debrecen,Дебрецен,德布勒森,德布勒森,德布勒森,데브레첸,ديبريسين,Debrecen,Debrecen,Debrecen,เดเบรเซน,Debrecen,,,Debreczyn,,
BulgarianA_LudogoretsRazgrad,Razgrad,Razgrad,Razgrad,Razgrad,Razgrad,ラズグラド,Razgrad,Разград,拉兹格勒,拉茲格勒,拉茲格勒,라즈그라드,رازجراد,Razgrad,Razgrad,Razgrad,ราซกราด,Razgrad,,,Razgrad,,
BulgarianA_CSKA-Sofia,Sofia Red,Sofia Rouge,Sofia Rossa,Sofia Rot,Sofía Roja,ソフィア・レッド,Sofia Vermelha,София Ред,索菲亚红,索菲亞紅,索菲亞紅,소피아 레드,صوفيا الحمراء,Sofia Rood,Sofya Kırmızısı,Sofia Merah,โซเฟีย เรด,Sofia đỏ,,,Sofii Czerwonej,,
BulgarianA_LevskiSofia,Sofia Blue,Sofia Bleu,Sofia Blu,Sofia Blau,Sofía Azul,ソフィア ブルー,Sofia Azul,София Блю,索菲亚蓝,索菲亞蘭,索菲亞蘭,소피아 블루,صوفيا بلو,Sofia Blauw,Sofya Mavisi,Sofia Biru,โซเฟีย บลู,Sofia xanh,,,Sofia Blue,,
SlovakiaA_SlovanBratislava,Bratislava,Bratislava,Bratislava,Bratislava,Bratislava,ブラチスラバ,Bratislava,Братислава,布拉迪斯拉发,布拉迪斯拉發,布拉迪斯拉發,브라티슬라바,براتيسلافا,Bratislava,Bratislava,Bratislava,บราติสลาวา,Bratislava,,,Bratysława,,
SlovakiaA_DACDunajskaStreda,Dunajska Streda,Dunajska Streda,Dunajska Streda,Dunajska Streda,Dunajská Streda,ドゥナイスカ・ストレダ,Dunajská Streda,Дунайска Стреда,杜纳斯卡·斯特雷达,杜納斯卡·斯特雷達,杜納斯卡·斯特雷達,두나이스카 스트레다,دوناجسكا ستريدا,Dunajska Streda,Dunajska Streda,Dunajska Streda,ดูนาจสก้า สเตรดา,Dunajska Streda,,,Dunajskiej Stredy,,
SlovakiaA_SpartakTrnava,Trnava,Trnava,Trnava,Trnava,trnava,トルナヴァ,Trnava,Трнава,特尔纳瓦,特爾納瓦,特爾納瓦,트르나바,ترنافا,Trnava,Trnava,Benar,ทรนาวา,Trnava,,,Trnawa,,
AzerbaijaniA_NeftchiBaku,Baku BW,Bakou BW,Baku BW,Baku BW,Bakú BW,バクーBW,"Baku, Bahrain",Баку БВ,巴库 黑白,巴庫 黑白,巴庫 黑白,바쿠 흑백,باكو بي دبليو,Bakoe BW,Bakü SB,Baku BW,บากู BW,Baku BW,,,Baku BW,,
AzerbaijaniA_SabahFK,Baku Pink,Bakou Rose,Baku rosa,Baku Pink,Bakú rosa,バクピンク,Baku rosa,Баку Розовый,巴库 粉,巴庫粉,巴庫粉,바쿠 핑크,باكو بينك,Bakoe roze,Bakü Pembesi,Baku Merah Muda,บากูสีชมพู,Baku hồng,,,Róż Baku,,
KazakhstanA_OrdabasyShymkent,Shymkent,Chimkent,Shymkent,Schymkent,Shymkent,シムケント,Shymkent,Шымкент,奇姆肯特,奇姆肯特,奇姆肯特,쉼켄트,شيمكنت,Simkent,Çimkent,pemalu,ชิมเคนท์,nhút nhát,,,Szymkent,,
KazakhstanA_FCAstana,Astana,Astana,Astana,Astana,Astaná,アスタナ,Astana,Астана,阿斯塔纳,阿斯塔納,阿斯塔納,아스타나,أستانا,Astana,Astana,Astana,อัสตานา,Astana,,,Astana,,
KazakhstanA_FCAktobe,Aktobe,Aktioubé,Aktobe,Aqtöbe,Aktobé,アクトベ,Aktobe,Актобе,阿克托别,阿克托別,阿克托別,악토베,أكتوبي,Aktobe,Aktöbe,Aktobe,อักโตเบ,Aktobe,,,Aktobe,,
SwissA_FCLausanne-Sport,Lausanne,Lausanne,Losanna,Lausanne,Lausana,ローザンヌ,Lausana,Лозанна,洛桑,洛桑,洛桑,로잔,لوزان,Lausanne,Lozan,Lausanne,โลซาน,Lausanne,,,Lozanna,,
SwedishA_HammarbyIF,Stockholm,Stockholm,Stoccolma,Stockholm,Estocolmo,ストックホルム,Estocolmo,Стокгольм,斯德哥尔摩,斯德哥爾摩,斯德哥爾摩,스톡홀름,ستوكهولم,Stockholm,Stokholm,Stockholm,สตอกโฮล์ม,Stockholm,,,Sztokholm,,
PolishA_RakówCzęstochowa,Częstochowa,Częstochowa,Czestochowa,Tschenstochau,Częstochowa,チェンストホバ,Czestochowa,Ченстохова,琴斯托霍瓦,琴斯托霍瓦,琴斯托霍瓦,쳉스토호와,تشيستوخوفا,Częstochowa,Częstochowa,Częstochowa,เชสโตโควา,Częstochowa,,,Częstochowa,,
RomaniaA_FCSB,Bucharest,Bucarest,Bucarest,Bukarest,Bucarest,ブカレスト,Bucareste,Бухарест,布加勒斯特,布加勒斯特,布加勒斯特,부카레스트,بوخارست,Boekarest,Bükreş,Bukares,บูคาเรสต์,Bucharest,,,Bukareszt,,
RomaniaA_CFRCluj,Napoca,Napoca,Napoca,Napoca,Napoca,ナポカ,Napoca,Напока,纳波卡,納波卡,納波卡,나포카,نابوكا,Napoca,Napoca,Napoca,นโปคา,Napoca,,,Napoka,,
RomaniaA_CSUniversitateaCraiova,Craiova,Craiova,Craiova,Craiova,Craiova,クラヨバ,Craiova,Крайова,克拉约瓦,克拉約瓦,克拉約瓦,크라이오바,كرايوفا,Craiova,Craiova,Craiova,ไครโอวา,Craiova,,,Krajowa,,
ClassicClub_Roma_2001,Roma Red 2001,Rouge Roma 2001,Roma Red 2001,Roma Red 2001,Rojo Roma 2001,ローマレッド 2001,Roma Vermelho 2001,Рим Красный 2001,罗马 红 2001,羅馬 2001,羅馬 2001,로마 레드 2001,روما ريد 2001,Roma Red 2001,Roma Kırmızısı 2001,Roma Merah 2001,โรม่าเร้ด 2001,Roma đỏ 2001,,,Rzym Czerwień 2001,,
ClassicClub_Juventus_1996,Torino BW 1996,Torino BW 1996,Torino BW 1996,Turin BW 1996,Turin BW 1996,トリノBW 1996,Torino Preto e branco 1996,Турин Бело-Черный 1996,都灵 黑白 1996,祖雲達斯 1996,祖雲達斯 1996,토리노 BW 1996,تورينو بي دبليو 1996,Torino BW 1996,Torino BW 1996,Torino Hitam Putih 1996,โตริโน 1996,Torino BW 1996,,,Torino BW 1996,,
ClassicClub_Napoli_1987,Napoli 1987,Napoli 1987,Napoli 1987,Napoli 1987,Nápoles 1987,ナポリ 1987,Nápoles 1987,Неаполь 1987,那不勒斯 1987,拿玻里 1987,拿玻里 1987,나폴리 1987,نابولي 1987,Napoli 1987,Napoli 1987,Napoli 1987,นาโปลี 1987,Napoli 1987,,,Napoli 1987,,
Str_National_Poland_W,Poland,Pologne,Polonia,Polen,Polonia,ポーランド,Polônia,Польша,波兰,波蘭,波蘭,폴란드,بولندا,Polen,Polonya,Polandia,โปแลนด์,Ba lan,,,Polska,,
Str_National_Wales_W,Wales,Pays de Galles,Galles,Wales,Gales,ウェールズ,Gales,Уэльс,威尔士,威爾士,威爾士,웨일스,ويلز,Wales,Galler,Wales,เวลส์,Xứ Wales,,,Walia,,
Str_National_Finland_W,Finland,Finlande,Finlandia,Finnland,Finlandia,フィンランド,Finlândia,Финляндия,芬兰,芬蘭,芬蘭,핀란드,فنلندا,Finland,Finlandiya,Finlandia,ฟินแลนด์,Phần Lan,,,Finlandia,,
BrazilA_Londrina,Londrina,Londrina,Londrina,Londrina,Londrina,ロンドリーナ,Londrina,Londrina,隆德里纳,隆德里納,隆德里納,론드리나,لوندرينا,Londrina,Londrina,Londrina,Londrina,Londrina,,,Londrina,,
Str_National_Eritrea,Eritrea,Érythrée,Eritrea,Eritrea,Eritrea,エリトリア,Eritreia,Эритрея,厄立特里亚,厄利垂亞,厄利垂亞,에리트레아,إريتريا,Eritrea,Eritre,Eritrea,เอริเทรีย,Eritrea,,,Erytrea,,
Str_National_Vanuatu,Vanuatu,Vanuatu,Vanuatu,Vanuatu,Vanuatu,バヌアツ,Vanuatu,Вануату,瓦努阿图,瓦努阿圖,瓦努阿圖,바누아투,فانواتو,Vanuatu,Vanuatu,Vanuatu,วานูอาตู,Vanuatu,,,Vanuatu,,
Str_National_Tonga,Tonga,Tonga,Tonga,Tonga,Tonga,トンガ,Tonga,Тонга,汤加,東加,東加,통가,تونغا,Tonga,Tonga,Tonga,ตองกา,Tonga,,,Tonga,,
Str_National_Samoa,Samoa,Samoa,Samoa,Samoa,Samoa,サモア,Samoa,Самоа,萨摩亚,薩摩亞,薩摩亞,사모아,ساموا,Samoa,Samoa,Samoa,ซามัว,Samoa,,,Samoa,,
Str_National_American_Samoa,American Samoa,Samoa américaines,Samoa Americana,Amerikanisch-Samoa,Samoa Americana,アメリカ領サモア,Samoa Americana,Американское Самоа,美属萨摩亚,美屬薩摩亞,美屬薩摩亞,아메리칸 사모아,ساموا الأمريكية,Amerikaans-Samoa,Amerikan Samoası,Samoa Amerika,อเมริกันซามัว,Samoa thuộc Mỹ,,,Samoa Amerykańskie,,
Str_National_Cook_Islands,Cook Islands,Îles Cook,Isole Cook,Cookinseln,Islas Cook,クック諸島,Ilhas Cook,Острова Кука,库克群岛,庫克群島,庫克群島,쿡 제도,جزر كوك,Cookeilanden,Cook Adaları,Kepulauan Cook,หมู่เกาะคุก,Quần đảo Cook,,,Wyspy Cooka,,
Str_National_Dominica,Dominica,Dominique,Dominica,Dominica,Dominica,ドミニカ国,Dominica,Доминика,多米尼克,多米尼克,多米尼克,도미니카,دومينيكا,Dominica,Dominika,Dominika,โดมินิกา,Dominica,,,Dominika,,
Str_National_Montserrat,Montserrat,Montserrat,Montserrat,Montserrat,Montserrat,モントセラト,Montserrat,Монтсеррат,蒙特塞拉特,蒙特塞拉特,蒙特塞拉特,몬트세랫,مونتسيرات,Montserrat,Montserrat,Montserrat,มอนต์เซอร์รัต,Montserrat,,,Montserrat,,
Str_National_Aruba,Aruba,Aruba,Aruba,Aruba,Aruba,アルバ,Aruba,Аруба,阿鲁巴,阿魯巴,阿魯巴,아루바,أروبا,Aruba,Aruba,Aruba,อารูบา,Aruba,,,Aruba,,
Str_National_Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,Bahamas,バハマ,Bahamas,Багамы,巴哈马,巴哈馬,巴哈馬,바하마,جزر البهاما,Bahama’s,Bahamalar,Bahama,บาฮามาส,Bahamas,,,Bahamy,,
Str_National_Cayman_Islands,Cayman Islands,Îles Caïmans,Isole Cayman,Kaimaninseln,Islas Caimán,ケイマン諸島,Ilhas Caimão,Каймановы острова,开曼群岛,開曼群島,開曼群島,케이맨 제도,جزر كايمان,Kaaimaneilanden,Cayman Adaları,Kepulauan Cayman,หมู่เกาะเคย์แมน,Quần đảo Cayman,,,Kajmany,,
Str_National_Anguilla,Anguilla,Anguilla,Anguilla,Anguilla,Anguilla,アンギラ,Anguilla,Ангилья,安圭拉,安圭拉,安圭拉,앵귈라,أنغويلا,Anguilla,Anguilla,Anguilla,แองกวิลลา,Anguilla,,,Anguilla,,
Str_National_Turks_and_Caicos_Islands,Turks and Caicos Islands,Îles Turques-et-Caïques,Isole Turks e Caicos,Turks- und Caicosinseln,Islas Turcas y Caicos,タークス・カイコス諸島,Ilhas Turcas e Caicos,Острова Тёркс и Кайкос,特克斯和凯科斯群岛,土克凱可群島,土克凱可群島,터크스 케이커스 제도,جزر توركس وكايكوس,Turks- en Caicoseilanden,Turks ve Caicos Adaları,Kepulauan Turks dan Caicos,หมู่เกาะเติกส์และเคคอส,Quần đảo Turks và Caicos,,,Turks i Caicos,,
Str_National_British_Virgin_Islands,British Virgin Islands,Îles Vierges britanniques,Isole Vergini Britanniche,Britische Jungferninseln,Islas Vírgenes Británicas,イギリス領ヴァージン諸島,Ilhas Virgens Britânicas,Британские Виргинские острова,英属维尔京群岛,英屬維爾京群島,英屬維爾京群島,영국령 버진아일랜드,جزر العذراء البريطانية,Britse Maagdeneilanden,Britanya Virjin Adaları,Kepulauan Virgin Britania Raya,หมู่เกาะเวอร์จินของอังกฤษ,Quần đảo Virgin thuộc Anh,,,Brytyjskie Wyspy Dziewicze,,
Str_National_United_States_Virgin_Islands,United States Virgin Islands,Îles Vierges américaines,Isole Vergini Americane,Amerikanische Jungferninseln,Islas Vírgenes de los Estados Unidos,アメリカ領ヴァージン諸島,Ilhas Virgens Americanas,Виргинские острова США,美属维尔京群岛,美屬維爾京群島,美屬維爾京群島,미국령 버진아일랜드,جزر العذراء الأمريكية,Amerikaanse Maagdeneilanden,ABD Virjin Adaları,Kepulauan Virgin Amerika Serikat,หมู่เกาะเวอร์จินของสหรัฐอเมริกา,Quần đảo Virgin thuộc Mỹ,,,Wyspy Dziewicze Stanów Zjednoczonych,,
SaudiArabianLeagueA_Al-Kholood,Ar Rass Red,Ar Rass Rouge,Ar Rass Rosso,Ar Rass Rot,Ar Rass Rojo,アル・ラス・レッド,Ar Rass Vermelho,Ар-Расс Красный,阿尔拉斯红,阿爾拉斯紅,阿爾拉斯紅,알 라스 레드,الرس الأحمر,Ar Rass Rood,Ar Rass Kırmızısı,Ar Rass Merah,อัลรัส แดง,Ar Rass Đỏ,,,Ar Rass Czerwony,,
BolivianA_GualbertoVillarroelSanJosé,Oruro,Oruro,Oruro,Oruro,Oruro,オルーロ,Oruro,Оруро,奥鲁罗,奧魯羅,奧魯羅,오루로,أورورو,Oruro,Oruro,Oruro,โอรูโร,Oruro,,,Oruro,,
BolivianA_CANacionalPotosí,Potosí,Potosí,Potosí,Potosí,Potosí,ポトシ,Potosí,Потоси,波托西,波托西,波托西,포토시,بوتوسي,Potosí,Potosí,Potosí,โปโตซี,Potosí,,,Potosí,,
BolivianA_CDRealTomayapo,Tarija,Tarija,Tarija,Tarija,Tarija,タリハ,Tarija,Тариха,塔里哈,塔里哈,塔里哈,타리하,تاريخا,Tarija,Tarija,Tarija,ตารีฮา,Tarija,,,Tarija,,
ChileA_ClubDeportesIquique,Iquique,Iquique,Iquique,Iquique,Iquique,イキケ,Iquique,Икике,伊基克,伊基克,伊基克,이키케,إيكيكي,Iquique,Iquique,Iquique,อิกิเก,Iquique,,,Iquique  ,,
ChileA_UniónEspañola,Santiago Red,Santiago Rouge,Santiago Rosso,Santiago Rot,Santiago Rojo,サンティアゴ・レッド,Santiago Vermelho,Сантьяго Красный,圣地亚哥红,聖地牙哥紅,聖地牙哥紅,산티아고 레드,سانتياغو الأحمر,Santiago Rood,Santiago Kırmızısı,Santiago Merah,ซันติอาโก แดง,Santiago Đỏ,,,Santiago Czerwony  ,,
ChileA_CDPalestino,La Cisterna,La Cisterna,La Cisterna,La Cisterna,La Cisterna,ラ・システルナ,La Cisterna,Ла Систерна,拉西斯特纳,拉西斯特納,拉西斯特納,라 시스테르나,لا سيستيرنا,La Cisterna,La Cisterna,La Cisterna,ลา ซิสเทร์นา,La Cisterna,,,La Cisterna  ,,
ChileA_CoquimboUnido,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,コキンボ,Coquimbo,Кокимбо,科金博,科金博,科金博,코킴보,كوكيمبو,Coquimbo,Coquimbo,Coquimbo,โคคิมโบ,Coquimbo,,,Coquimbo,,
UruguayanA_CABostonRiver,Montevideo RG,Montevideo RG,Montevideo RG,Montevideo RG,Montevideo RG,モンテビデオRG,Montevideo RG,Монтевидео RG,蒙得维的亚RG,蒙得維的亞RG,蒙得維的亞RG,몬테비데오 RG,مونتيفيديو RG,Montevideo RG,Montevideo RG,Montevideo RG,มอนเตวิดีโอ RG,Montevideo RG,,,Montevideo RG  ,,
UruguayanA_CerroLargoFC,Melo,Melo,Melo,Melo,Melo,メロ,Melo,Мело,梅洛,梅洛,梅洛,멜로,ميلو,Melo,Melo,Melo,เมโล,Melo,,,Melo  ,,
UruguayanA_RacingClubdeMontevideo,Montevideo Green,Montevideo Vert,Montevideo Verde,Montevideo Grün,Montevideo Verde,モンテビデオ・グリーン,Montevideo Verde,Монтевидео Зелёный,蒙得维的亚绿,蒙得維的亞綠,蒙得維的亞綠,몬테비데오 그린,مونتيفيديو الأخضر,Montevideo Groen,Montevideo Yeşili,Montevideo Hijau,มอนเตวิดีโอ เขียว,Montevideo Xanh Lá,,,Montevideo Zielony,,
EnglishA_OxfordUnited,Oxford,Oxford,Oxford,Oxford,Oxford,オックスフォード,Oxford,Оксфорд,牛津,牛津,牛津,옥스퍼드,أوكسفورد,Oxford,Oxford,Oxford,อ๊อกซฟอร์ด,Oxford,,,Oxford,,
EnglishA_WrexhamA.F.C.,Wrexham,Wrexham,Wrexham,Wrexham,Wrexham,レクサム,Wrexham,Рексем,雷克瑟姆,雷克瑟姆,域斯咸,렉섬,ريكسهام,Wrexham,Wrexham,Wrexham,เร็กซ์แฮม,Wrexham,,,Wrexham,,
EnglishA_CharltonAthletic,London RW,London Rouge Blanc,London Rosso Bianco,London Rot Weiß,London Rojo Blanco,ロンドン・レッド・ホワイト,London Vermelho e Branco,Лондон Красный Белый,伦敦红白,倫敦紅白,倫敦紅白,런던 레드 화이트,لندن الأحمر الأبيض,London Rood Wit,Londra Kırmızı Beyaz,London Merah Putih,ลอนดอน เรด ไวท์,London Đỏ Trắng,,,London Czerwony Biały,,
